id,name,country,coord
78713,Al Maudah,YE,"{'lon': 45.387321, 'lat': 14.21055}"
78742,Al Munirah,YE,"{'lon': 42.929359, 'lat': 15.32024}"
78754,Al Mukalla,YE,"{'lon': 49.124241, 'lat': 14.54248}"
78776,Al Misrakh,YE,"{'lon': 44.020432, 'lat': 13.46059}"
78814,Al Milah,YE,"{'lon': 44.825562, 'lat': 13.42611}"
78823,Al Mighlaf,YE,"{'lon': 43.18914, 'lat': 15.2871}"
78905,Markaz al Marir,YE,"{'lon': 43.59547, 'lat': 13.98178}"
78909,Al Marawiah,YE,"{'lon': 43.153912, 'lat': 14.83069}"
78929,Al Mansuriyah,YE,"{'lon': 43.299221, 'lat': 14.6856}"
78931,Al Mansurah,YE,"{'lon': 44.981659, 'lat': 12.86019}"
78964,Al Makhadir,YE,"{'lon': 44.19796, 'lat': 14.12224}"
78966,Al Makdash,YE,"{'lon': 46.650002, 'lat': 14.18333}"
78977,Al Mahwit,YE,"{'lon': 43.544811, 'lat': 15.47007}"
78991,Al Mahfid,YE,"{'lon': 46.91328, 'lat': 14.05847}"
79006,Al Mahabishah,YE,"{'lon': 43.435871, 'lat': 15.94758}"
79050,Al Luhayyah,YE,"{'lon': 42.690929, 'lat': 15.70309}"
79088,Kirsh,YE,"{'lon': 44.490459, 'lat': 13.36473}"
79131,Al Khawkhah,YE,"{'lon': 43.249298, 'lat': 13.8071}"
79133,Al Khasamah,YE,"{'lon': 44.102188, 'lat': 15.32345}"
79219,Al Jurbah,YE,"{'lon': 45.158939, 'lat': 13.7915}"
79284,Al Jarrahi,YE,"{'lon': 43.388451, 'lat': 14.13254}"
79384,Al Husayn,YE,"{'lon': 44.76886, 'lat': 13.79199}"
79393,Huraydah,YE,"{'lon': 48.182781, 'lat': 15.59861}"
79415,Al Hudaydah,YE,"{'lon': 42.954521, 'lat': 14.79781}"
79416,Muḩāfaz̧at al Ḩudaydah,YE,"{'lon': 43.192791, 'lat': 14.91732}"
79455,Al Hazm,YE,"{'lon': 44.77692, 'lat': 16.164061}"
79478,Al Qatn,YE,"{'lon': 48.455559, 'lat': 15.84056}"
79531,Al Harf,YE,"{'lon': 44.094212, 'lat': 16.363951}"
79561,Al Ḩamzāt,YE,"{'lon': 43.73333, 'lat': 16.966669}"
79609,Hajar al Mushaikh,YE,"{'lon': 47.833328, 'lat': 16.133329}"
79657,Al Ḩabīt,YE,"{'lon': 43.799999, 'lat': 14.75}"
79700,Al Ghayzah,YE,"{'lon': 52.176048, 'lat': 16.20787}"
79737,Al Fujayr,YE,"{'lon': 48.799999, 'lat': 15.96667}"
79836,Al Bayda,YE,"{'lon': 45.57272, 'lat': 13.98523}"
79838,Muḩāfaz̧at al Bayḑā’,YE,"{'lon': 45.394421, 'lat': 14.34166}"
79845,Al Batinah,YE,"{'lon': 48.433331, 'lat': 15.48333}"
79967,Al Aqir,YE,"{'lon': 45.91156, 'lat': 14.56816}"
80105,Ahwar,YE,"{'lon': 46.713669, 'lat': 13.52019}"
80309,Ad Durayhimi,YE,"{'lon': 43.05505, 'lat': 14.63702}"
80331,Ad Dis ash Sharqiyah,YE,"{'lon': 49.947781, 'lat': 14.90806}"
80336,Ad Dimnah,YE,"{'lon': 44.181679, 'lat': 13.45398}"
80379,Ad Dann,YE,"{'lon': 43.852749, 'lat': 14.3518}"
80383,Az Zaliah,YE,"{'lon': 48.01667, 'lat': 15.01667}"
80384,Dhalie,YE,"{'lon': 44.731369, 'lat': 13.69572}"
80393,Dhahi,YE,"{'lon': 43.06974, 'lat': 15.21467}"
80412,Muḩāfaz̧at ‘Adan,YE,"{'lon': 44.916672, 'lat': 12.83333}"
80425,Muḩāfaz̧at Abyan,YE,"{'lon': 46.125999, 'lat': 13.6291}"
80509,Al Bardīyah,LY,"{'lon': 25.086531, 'lat': 31.756149}"
81302,Tobruk,LY,"{'lon': 23.976391, 'lat': 32.083611}"
81604,Qaryat Sulūq,LY,"{'lon': 20.25205, 'lat': 31.66818}"
85820,Kamb al ‘Ajjāj,LY,"{'lon': 20.25659, 'lat': 32.097271}"
86049,Gialo,LY,"{'lon': 21.549999, 'lat': 29.033331}"
87204,Darnah,LY,"{'lon': 22.533331, 'lat': 32.049999}"
87205,Darnah,LY,"{'lon': 22.63669, 'lat': 32.76704}"
88319,Benghazi,LY,"{'lon': 20.066669, 'lat': 32.116669}"
88380,Az Zuwaytīnah,LY,"{'lon': 20.12022, 'lat': 30.9522}"
88533,Awjilah,LY,"{'lon': 21.28694, 'lat': 29.108061}"
88562,At Tāj,LY,"{'lon': 23.2857, 'lat': 24.20487}"
88603,Aş Şafşāf,LY,"{'lon': 21.94923, 'lat': 32.777458}"
88635,Ash Shawāshinah,LY,"{'lon': 21.29417, 'lat': 29.171671}"
88823,Al ‘Urūbah,LY,"{'lon': 20.066669, 'lat': 32.116669}"
88834,Tūkrah,LY,"{'lon': 20.579109, 'lat': 32.534142}"
88835,Al Qubbah,LY,"{'lon': 22.242371, 'lat': 32.76162}"
88903,Al Marj,LY,"{'lon': 20.831739, 'lat': 32.48798}"
88904,Al Marj,LY,"{'lon': 21.316669, 'lat': 31.933331}"
88930,Al Kufrah,LY,"{'lon': 23.269621, 'lat': 24.16667}"
88962,Al Jawf,LY,"{'lon': 23.29093, 'lat': 24.1989}"
88967,Al Jaghbūb,LY,"{'lon': 24.51676, 'lat': 29.74262}"
89055,Al Bayḑā’,LY,"{'lon': 21.75506, 'lat': 32.762718}"
89087,Al Abyār,LY,"{'lon': 20.596531, 'lat': 32.189999}"
89113,Ajdabiya,LY,"{'lon': 20.226259, 'lat': 30.755449}"
89341,Muḩāfaz̧at al Başrah,IQ,"{'lon': 47.25, 'lat': 30.33333}"
89570,Zaxo,IQ,"{'lon': 42.700081, 'lat': 37.14817}"
89693,Muhafazat Wasit,IQ,"{'lon': 45.416672, 'lat': 32.75}"
89824,Umm Qaşr,IQ,"{'lon': 47.916771, 'lat': 30.040541}"
89977,Ūlwur,IQ,"{'lon': 45.749722, 'lat': 35.115002}"
90026,Tozkhurmato,IQ,"{'lon': 44.62994, 'lat': 34.890461}"
90150,Tikrīt,IQ,"{'lon': 43.678219, 'lat': 34.607121}"
90353,Tallkayf,IQ,"{'lon': 43.119171, 'lat': 36.489441}"
90552,Sulaymānīyah,IQ,"{'lon': 42.381939, 'lat': 34.149719}"
90708,Sīnah,IQ,"{'lon': 43.03886, 'lat': 36.809021}"
91597,Sāmarrā’,IQ,"{'lon': 43.875622, 'lat': 34.200958}"
91695,Muhafazat Salah ad Din,IQ,"{'lon': 43.650002, 'lat': 34.5}"
91812,Nāḩīyat Saddat al Hindīyah,IQ,"{'lon': 44.280281, 'lat': 32.714722}"
91823,Aḩmad Ţāhir,IQ,"{'lon': 45.333328, 'lat': 34.316669}"
92002,Ṟuwandiz,IQ,"{'lon': 44.531109, 'lat': 36.61631}"
92004,Rāwah,IQ,"{'lon': 41.909302, 'lat': 34.48164}"
92244,Qāzaw al ‘Ulyā,IQ,"{'lon': 45.692501, 'lat': 35.338333}"
92365,Qaryat Bānī Mālik,IQ,"{'lon': 47.700001, 'lat': 30.566669}"
92430,Al-Hamdaniya,IQ,"{'lon': 43.37373, 'lat': 36.271461}"
92628,Qal‘at as Sādah,IQ,"{'lon': 44.157219, 'lat': 33.161388}"
92873,Niskah Jaww,IQ,"{'lon': 45.648056, 'lat': 35.353333}"
92877,Muḩāfaz̧at Nīnawá,IQ,"{'lon': 42.583328, 'lat': 36.166672}"
93396,Mudarras,IQ,"{'lon': 47.183331, 'lat': 31.85}"
93540,Muḩāfaz̧at Maysān,IQ,"{'lon': 47.0, 'lat': 32.0}"
93709,Mandalī,IQ,"{'lon': 45.5541, 'lat': 33.749859}"
94220,Koysinceq,IQ,"{'lon': 44.627781, 'lat': 36.082142}"
94298,Kifrī,IQ,"{'lon': 44.966099, 'lat': 34.695869}"
94589,Raḩbah,IQ,"{'lon': 44.314999, 'lat': 31.73357}"
94787,Kirkuk,IQ,"{'lon': 44.39222, 'lat': 35.46806}"
94796,Karīm Āwah,IQ,"{'lon': 45.733334, 'lat': 35.299999}"
94823,Muḩāfaz̧at Karbalā’,IQ,"{'lon': 43.833328, 'lat': 32.5}"
94824,Karbala,IQ,"{'lon': 44.024879, 'lat': 32.616032}"
94889,Kānī Mīr,IQ,"{'lon': 45.674999, 'lat': 35.310833}"
94930,Kānī Khākī,IQ,"{'lon': 45.202579, 'lat': 35.334702}"
94931,Kānī Kawah al Qadīmah,IQ,"{'lon': 45.743889, 'lat': 35.302502}"
94932,Kānī Kawah Jabūkh,IQ,"{'lon': 45.726665, 'lat': 35.31028}"
94964,Kānī Bardīnah,IQ,"{'lon': 45.808201, 'lat': 35.239498}"
95308,Jalīb Shihāb,IQ,"{'lon': 46.183331, 'lat': 30.41667}"
95445,Muḩāfaz̧at Arbīl,IQ,"{'lon': 44.0, 'lat': 36.166672}"
95446,Erbil,IQ,"{'lon': 44.01062, 'lat': 36.19257}"
95788,Hīt,IQ,"{'lon': 42.825089, 'lat': 33.64159}"
96165,Hamādīyah,IQ,"{'lon': 44.21352, 'lat': 35.277569}"
96205,Ḩalabjah,IQ,"{'lon': 45.986111, 'lat': 35.17778}"
96215,Ḩājj Sallūm,IQ,"{'lon': 44.349171, 'lat': 33.455349}"
96269,‘Arab Ḩasan as Suhayl,IQ,"{'lon': 44.15752, 'lat': 33.32304}"
96309,Ḩadīthah,IQ,"{'lon': 42.378059, 'lat': 34.139721}"
96965,Diyālá,IQ,"{'lon': 45.0, 'lat': 34.0}"
96966,Dīwānīyah,IQ,"{'lon': 44.582218, 'lat': 33.001389}"
96994,Dihok,IQ,"{'lon': 42.99398, 'lat': 36.869499}"
97019,Muḩāfaz̧at Dhī Qār,IQ,"{'lon': 46.0, 'lat': 31.0}"
97270,Dihok,IQ,"{'lon': 43.25, 'lat': 37.0}"
97417,Jamjamāl,IQ,"{'lon': 44.831669, 'lat': 35.53653}"
97572,Buzan,IQ,"{'lon': 45.966667, 'lat': 35.566666}"
97783,Bayjī,IQ,"{'lon': 43.487, 'lat': 34.931141}"
97990,Baqubah,IQ,"{'lon': 44.655449, 'lat': 33.748459}"
98012,Baynjiwayn,IQ,"{'lon': 45.954102, 'lat': 35.618301}"
98112,Balad,IQ,"{'lon': 44.145309, 'lat': 34.01638}"
98180,Muḩāfaz̧at Baghdād,IQ,"{'lon': 44.25, 'lat': 33.133331}"
98182,Baghdad,IQ,"{'lon': 44.400879, 'lat': 33.34058}"
98227,Muḩāfaz̧at Bābil,IQ,"{'lon': 44.583332, 'lat': 32.666668}"
98245,Az Zubayr,IQ,"{'lon': 47.701141, 'lat': 30.39447}"
98299,Qaryat ‘Ayn Nāşir,IQ,"{'lon': 43.070259, 'lat': 36.125061}"
98410,Muḩāfaz̧at Kirkūk,IQ,"{'lon': 44.166672, 'lat': 35.25}"
98459,Aş Şuwayrah,IQ,"{'lon': 44.775829, 'lat': 32.92556}"
98463,As Sulaymānīyah,IQ,"{'lon': 45.437489, 'lat': 35.561131}"
98465,Muḩāfaz̧at as Sulaymānīyah,IQ,"{'lon': 45.5, 'lat': 35.666668}"
98530,As Samawah,IQ,"{'lon': 45.294399, 'lat': 31.33198}"
98589,Nāḩiyat ash Shināfīyah,IQ,"{'lon': 44.66016, 'lat': 31.58737}"
98622,Ash Shaţrah,IQ,"{'lon': 46.174179, 'lat': 31.411711}"
98629,Ash Shāmīyah,IQ,"{'lon': 44.599041, 'lat': 31.963619}"
98677,Ar Ruţbah,IQ,"{'lon': 40.284821, 'lat': 33.038071}"
98685,Ar Rumaythah,IQ,"{'lon': 45.202461, 'lat': 31.526291}"
98689,Ar Rumaylah,IQ,"{'lon': 47.34972, 'lat': 30.27417}"
98717,Ramadi,IQ,"{'lon': 43.30584, 'lat': 33.422569}"
98756,Qaryat al ‘Arbīd,IQ,"{'lon': 43.08062, 'lat': 36.198238}"
98854,Nasiriyah,IQ,"{'lon': 46.261021, 'lat': 31.05205}"
98860,Najaf,IQ,"{'lon': 44.33976, 'lat': 31.998541}"
98862,An Najaf,IQ,"{'lon': 43.833328, 'lat': 31.25}"
98885,‘Anat al Qadīmah,IQ,"{'lon': 41.933102, 'lat': 34.465889}"
99010,Imam Qasim,IQ,"{'lon': 44.682812, 'lat': 32.297989}"
99022,Muḩāfaz̧at al Qādisīyah,IQ,"{'lon': 45.0, 'lat': 31.58333}"
99032,Muḩāfaz̧at al Muthanná,IQ,"{'lon': 45.0, 'lat': 30.5}"
99039,Al Musayyib,IQ,"{'lon': 44.282509, 'lat': 32.783321}"
99060,Al Mishkhāb,IQ,"{'lon': 44.49107, 'lat': 31.804159}"
99062,Al Miqdādīyah,IQ,"{'lon': 44.936939, 'lat': 33.978611}"
99071,Al Mawşil al Jadīdah,IQ,"{'lon': 43.097771, 'lat': 36.334641}"
99072,Mosul,IQ,"{'lon': 43.118889, 'lat': 36.334999}"
99097,Al-Mejar Al-Kabi District,IQ,"{'lon': 47.175289, 'lat': 31.572321}"
99131,Al Kūt,IQ,"{'lon': 45.819019, 'lat': 32.514702}"
99135,Kufa,IQ,"{'lon': 44.403332, 'lat': 32.034721}"
99169,Khāliş,IQ,"{'lon': 44.526371, 'lat': 33.819962}"
99237,Republic of Iraq,IQ,"{'lon': 44.0, 'lat': 33.0}"
99250,Al Imām,IQ,"{'lon': 44.583328, 'lat': 32.666672}"
99306,‘Alī al Gharbī,IQ,"{'lon': 46.686371, 'lat': 32.463261}"
99308,‘Alī al Aḩmad,IQ,"{'lon': 44.049999, 'lat': 33.066666}"
99344,Al Hindīyah,IQ,"{'lon': 44.2225, 'lat': 32.543331}"
99347,Al Ḩillah,IQ,"{'lon': 44.435261, 'lat': 32.480141}"
99350,Al Ḩayy,IQ,"{'lon': 46.043301, 'lat': 32.173489}"
99369,Al Hārithah,IQ,"{'lon': 47.720829, 'lat': 30.718611}"
99434,Nahiyat Ghammas,IQ,"{'lon': 44.619598, 'lat': 31.743111}"
99439,Nāḩiyat al Fuhūd,IQ,"{'lon': 46.722778, 'lat': 30.969721}"
99446,Al Fāw,IQ,"{'lon': 48.474121, 'lat': 29.977631}"
99454,Al Fallūjah,IQ,"{'lon': 43.77951, 'lat': 33.353802}"
99532,Basrah,IQ,"{'lon': 47.788849, 'lat': 30.53488}"
99536,Al Barjisīyah,IQ,"{'lon': 47.566669, 'lat': 30.35}"
99548,Al ‘Azīzīyah,IQ,"{'lon': 45.06163, 'lat': 32.90583}"
99592,Muḩāfaz̧at al Anbār,IQ,"{'lon': 41.75, 'lat': 33.0}"
99596,Alan,IQ,"{'lon': 45.776001, 'lat': 35.290001}"
99608,Al ‘Amārah,IQ,"{'lon': 47.139599, 'lat': 31.840639}"
99738,‘Afak,IQ,"{'lon': 45.250549, 'lat': 32.068981}"
99759,Ad Dujayl,IQ,"{'lon': 44.23444, 'lat': 33.846668}"
99762,Ad Dīwānīyah,IQ,"{'lon': 44.93063, 'lat': 31.990511}"
99914,Abū Muḩammad,IQ,"{'lon': 44.116669, 'lat': 33.166672}"
100077,Abū Ghurayb,IQ,"{'lon': 44.185001, 'lat': 33.308331}"
100425,Yanbu,SA,"{'lon': 38.06374, 'lat': 24.089121}"
100926,Umluj,SA,"{'lon': 37.268501, 'lat': 25.021259}"
101035,Umm as Sāhik,SA,"{'lon': 49.916389, 'lat': 26.65361}"
101312,Turaif,SA,"{'lon': 38.663738, 'lat': 31.67252}"
101322,Turabah,SA,"{'lon': 41.633099, 'lat': 21.21406}"
101344,At Tūbī,SA,"{'lon': 49.991669, 'lat': 26.557779}"
101554,Tārūt,SA,"{'lon': 50.036942, 'lat': 26.57332}"
101581,Tanūmah,SA,"{'lon': 44.133331, 'lat': 27.1}"
101591,Tamrah,SA,"{'lon': 45.433941, 'lat': 20.40843}"
101627,Minţaqat Tabūk,SA,"{'lon': 37.333328, 'lat': 27.5}"
101628,Tabuk,SA,"{'lon': 36.583328, 'lat': 28.383329}"
101631,Ţubarjal,SA,"{'lon': 38.21603, 'lat': 30.49987}"
101633,Tabālah,SA,"{'lon': 42.400002, 'lat': 19.950001}"
101752,Şumaymah,SA,"{'lon': 39.157711, 'lat': 21.249649}"
101760,Sulţānah,SA,"{'lon': 39.58572, 'lat': 24.49258}"
101810,Sufan,SA,"{'lon': 42.599998, 'lat': 19.98333}"
101927,Sīdī Ḩamzah,SA,"{'lon': 39.615921, 'lat': 24.506149}"
102318,Sayhāt,SA,"{'lon': 50.040459, 'lat': 26.48522}"
102358,Kingdom of Saudi Arabia,SA,"{'lon': 45.0, 'lat': 25.0}"
102451,Şāmitah,SA,"{'lon': 42.944351, 'lat': 16.59601}"
102527,Sakakah,SA,"{'lon': 40.206409, 'lat': 29.96974}"
102585,Şafwá,SA,"{'lon': 49.952229, 'lat': 26.64986}"
102651,Şabyā,SA,"{'lon': 42.62537, 'lat': 17.1495}"
102891,Ras Tanura,SA,"{'lon': 50.159168, 'lat': 26.64389}"
102985,Raḩīmah,SA,"{'lon': 50.061939, 'lat': 26.707911}"
103012,Rafha,SA,"{'lon': 43.519409, 'lat': 29.634251}"
103035,Rābigh,SA,"{'lon': 39.034931, 'lat': 22.798559}"
103331,Qārā,SA,"{'lon': 40.22694, 'lat': 29.87694}"
103369,Qal‘at Bīshah,SA,"{'lon': 42.605202, 'lat': 20.00054}"
103533,Nimrān,SA,"{'lon': 42.599998, 'lat': 20.0}"
103630,Najrān,SA,"{'lon': 44.127659, 'lat': 17.492399}"
103665,Naghbī,SA,"{'lon': 42.25, 'lat': 17.73333}"
103922,Mulayjah,SA,"{'lon': 48.424191, 'lat': 27.27103}"
104269,Mislīyah,SA,"{'lon': 42.557201, 'lat': 17.459881}"
104270,Masjid Ibn Rashīd,SA,"{'lon': 45.400002, 'lat': 27.91667}"
104308,Masāḩilī,SA,"{'lon': 38.23246, 'lat': 24.027769}"
104376,Marāt,SA,"{'lon': 45.461472, 'lat': 25.07007}"
104514,Makkah Province,SA,"{'lon': 41.333328, 'lat': 20.66667}"
104515,Mecca,SA,"{'lon': 39.826111, 'lat': 21.42667}"
104625,Madīnat Yanbu‘ aş Şinā‘īyah,SA,"{'lon': 38.227501, 'lat': 23.999439}"
105072,Khamis Mushait,SA,"{'lon': 42.729172, 'lat': 18.306391}"
105252,Julayjilah,SA,"{'lon': 49.599998, 'lat': 25.5}"
105298,Jizan Region,SA,"{'lon': 42.666672, 'lat': 17.33333}"
105299,Jizan,SA,"{'lon': 42.551109, 'lat': 16.88917}"
105343,Jeddah,SA,"{'lon': 39.21917, 'lat': 21.516939}"
106261,Ḩajlah,SA,"{'lon': 42.633331, 'lat': 18.25}"
106280,Hai’l Region,SA,"{'lon': 42.5, 'lat': 27.5}"
106281,Ha'il,SA,"{'lon': 41.690731, 'lat': 27.521879}"
106297,Hafar Al-Batin,SA,"{'lon': 45.970772, 'lat': 28.432791}"
106744,Farasān,SA,"{'lon': 42.118328, 'lat': 16.702221}"
106909,Duba,SA,"{'lon': 35.69014, 'lat': 27.351339}"
107304,Buraydah,SA,"{'lon': 43.974972, 'lat': 26.325991}"
107312,Abqaiq,SA,"{'lon': 49.677608, 'lat': 25.937099}"
107392,Birzayn,SA,"{'lon': 42.783329, 'lat': 18.25}"
107684,Banbān,SA,"{'lon': 46.588058, 'lat': 25.001671}"
107744,Badr Ḩunayn,SA,"{'lon': 38.79047, 'lat': 23.782921}"
107781,Az Zulfī,SA,"{'lon': 44.815418, 'lat': 26.29945}"
107797,Dhahran,SA,"{'lon': 50.135281, 'lat': 26.30324}"
107959,Aţ Ţaraf,SA,"{'lon': 49.72504, 'lat': 25.362761}"
107968,Ta’if,SA,"{'lon': 40.415829, 'lat': 21.270281}"
108048,As Sulayyil,SA,"{'lon': 45.577919, 'lat': 20.46067}"
108052,As Sulaymānīyah,SA,"{'lon': 47.295559, 'lat': 24.12361}"
108121,Sājir,SA,"{'lon': 44.59964, 'lat': 25.18251}"
108142,As Saffānīyah,SA,"{'lon': 48.73, 'lat': 27.970831}"
108179,Minţaqat ‘Asīr,SA,"{'lon': 43.166672, 'lat': 19.16667}"
108190,Ash Shurayf,SA,"{'lon': 39.282341, 'lat': 25.707081}"
108210,Ash Shubramīyah,SA,"{'lon': 44.130001, 'lat': 24.253611}"
108241,Al Minţaqah ash Sharqīyah,SA,"{'lon': 51.0, 'lat': 22.5}"
108384,Ar Ruqayyiqah,SA,"{'lon': 49.566669, 'lat': 25.35}"
108410,Riyadh,SA,"{'lon': 46.721851, 'lat': 24.687731}"
108411,Minţaqat ar Riyāḑ,SA,"{'lon': 45.333328, 'lat': 23.33333}"
108435,Ar Rass,SA,"{'lon': 43.497299, 'lat': 25.86944}"
108512,Arar,SA,"{'lon': 41.038078, 'lat': 30.975309}"
108617,An Nimāş,SA,"{'lon': 42.120098, 'lat': 19.14547}"
108648,Qurayyat,SA,"{'lon': 37.342819, 'lat': 31.33176}"
108773,Al Wajh,SA,"{'lon': 36.45248, 'lat': 26.24551}"
108890,Al Qurayn,SA,"{'lon': 49.599998, 'lat': 25.48333}"
108918,Qaisumah,SA,"{'lon': 46.127289, 'lat': 28.311171}"
108927,Al Qaţīf,SA,"{'lon': 50.024521, 'lat': 26.5208}"
108933,Al-Qassim Province,SA,"{'lon': 43.466671, 'lat': 27.08333}"
108947,Al Quraynah,SA,"{'lon': 46.421291, 'lat': 24.46747}"
108957,Al Qārah,SA,"{'lon': 49.666672, 'lat': 25.41667}"
109008,Al Muţayrifī,SA,"{'lon': 49.557629, 'lat': 25.47879}"
109059,Al Munayzilah,SA,"{'lon': 49.666672, 'lat': 25.383329}"
109101,Al Mubarraz,SA,"{'lon': 49.58083, 'lat': 25.41}"
109118,Al Mindak,SA,"{'lon': 41.283371, 'lat': 20.1588}"
109122,Al Mikhlāf,SA,"{'lon': 44.213501, 'lat': 17.53957}"
109165,Al Markaz,SA,"{'lon': 49.73333, 'lat': 25.4}"
109223,Medina,SA,"{'lon': 39.61417, 'lat': 24.468611}"
109224,Al Madīnah al Munawwarah,SA,"{'lon': 39.666672, 'lat': 25.66667}"
109323,Khobar,SA,"{'lon': 50.208328, 'lat': 26.27944}"
109353,Al Kharj,SA,"{'lon': 47.334599, 'lat': 24.15502}"
109380,Al Khafjī,SA,"{'lon': 48.491322, 'lat': 28.439051}"
109417,Al Jumūm,SA,"{'lon': 39.698059, 'lat': 21.61694}"
109435,Al Jubayl,SA,"{'lon': 49.65826, 'lat': 27.011221}"
109436,Al Jubayl,SA,"{'lon': 49.650002, 'lat': 25.4}"
109470,Al Jawf,SA,"{'lon': 38.75, 'lat': 29.5}"
109481,Al Jarādīyah,SA,"{'lon': 42.912399, 'lat': 16.57946}"
109502,Al Jafr,SA,"{'lon': 49.72361, 'lat': 25.37694}"
109571,Al Hufūf,SA,"{'lon': 49.565319, 'lat': 25.364571}"
109579,Minţaqat al Ḩudūd ash Shamālīyah,SA,"{'lon': 42.666672, 'lat': 30.0}"
109771,Al Ghaţghaţ,SA,"{'lon': 46.249908, 'lat': 24.47649}"
109878,Al Bukayrīyah,SA,"{'lon': 43.659328, 'lat': 26.14422}"
109915,Al Baţţālīyah,SA,"{'lon': 49.633331, 'lat': 25.433331}"
109923,Al Buşur,SA,"{'lon': 43.869732, 'lat': 26.285299}"
109953,Al Bahah,SA,"{'lon': 41.46767, 'lat': 20.01288}"
110031,Al Arţāwīyah,SA,"{'lon': 45.344372, 'lat': 26.50526}"
110060,Al ‘Aqīq,SA,"{'lon': 41.664341, 'lat': 20.273581}"
110107,Al Awjām,SA,"{'lon': 49.94331, 'lat': 26.56324}"
